timestamp,x,y,z
1437769243.345678,0.807000,0.087000,-0.572000
1437769243.365209,0.806000,0.083000,-0.570000
1437769243.384741,0.806000,0.084000,-0.574000
1437769243.404272,0.806000,0.085000,-0.571000
1437769243.424780,0.806000,0.084000,-0.572000
1437769243.443334,0.803000,0.087000,-0.573000
1437769243.464819,0.806000,0.085000,-0.577000
1437769243.483373,0.808000,0.087000,-0.575000
1437769243.503881,0.808000,0.083000,-0.572000
1437769243.524389,0.804000,0.083000,-0.572000
1437769243.542944,0.805000,0.085000,-0.574000
1437769243.564428,0.807000,0.087000,-0.568000
1437769243.582983,0.805000,0.087000,-0.575000
1437769243.603491,0.805000,0.087000,-0.568000
1437769243.623022,0.807000,0.084000,-0.573000
1437769243.642553,0.808000,0.089000,-0.570000
1437769243.662084,0.810000,0.084000,-0.573000
1437769243.682592,0.806000,0.086000,-0.574000
1437769243.701147,0.808000,0.087000,-0.572000
1437769243.722631,0.804000,0.082000,-0.576000
1437769243.741186,0.805000,0.086000,-0.571000
1437769243.761694,0.806000,0.088000,-0.573000
1437769243.781225,0.807000,0.089000,-0.568000
1437769243.800756,0.804000,0.085000,-0.575000
1437769243.820287,0.805000,0.083000,-0.575000
1437769243.840795,0.806000,0.085000,-0.571000
1437769243.859350,0.808000,0.084000,-0.573000
1437769243.880834,0.807000,0.083000,-0.572000
1437769243.900366,0.806000,0.086000,-0.573000
1437769243.919897,0.804000,0.084000,-0.571000
1437769243.940405,0.805000,0.086000,-0.575000
1437769243.958959,0.806000,0.086000,-0.577000
1437769243.980444,0.808000,0.085000,-0.570000
1437769243.998998,0.803000,0.090000,-0.572000
1437769244.019506,0.807000,0.083000,-0.573000
1437769244.039037,0.805000,0.086000,-0.569000
1437769244.058569,0.805000,0.085000,-0.571000
1437769244.078100,0.803000,0.086000,-0.576000
1437769244.098608,0.805000,0.088000,-0.573000
1437769244.117162,0.806000,0.083000,-0.575000
1437769244.138647,0.805000,0.085000,-0.575000
1437769244.157202,0.806000,0.086000,-0.574000
1437769244.177709,0.806000,0.085000,-0.575000
1437769244.197241,0.808000,0.086000,-0.569000
1437769244.216772,0.806000,0.083000,-0.577000
1437769244.236303,0.807000,0.085000,-0.575000
1437769244.257787,0.805000,0.087000,-0.572000
1437769244.277319,0.806000,0.087000,-0.573000
1437769244.296850,0.807000,0.088000,-0.573000
1437769244.316381,0.804000,0.086000,-0.572000
1437769244.335912,0.804000,0.086000,-0.571000
1437769244.356420,0.808000,0.085000,-0.570000
1437769244.374975,0.806000,0.086000,-0.572000
1437769244.396459,0.809000,0.085000,-0.571000
1437769244.415014,0.806000,0.084000,-0.575000
1437769244.435522,0.806000,0.083000,-0.567000
1437769244.455053,0.803000,0.085000,-0.572000
1437769244.474584,0.807000,0.086000,-0.574000
1437769244.494116,0.807000,0.085000,-0.569000
1437769244.514623,0.807000,0.081000,-0.573000
1437769244.533178,0.806000,0.088000,-0.574000
1437769244.554662,0.806000,0.088000,-0.571000
1437769244.573217,0.802000,0.083000,-0.573000
1437769244.593725,0.806000,0.085000,-0.574000
1437769244.614233,0.806000,0.083000,-0.573000
1437769244.632787,0.806000,0.087000,-0.573000
1437769244.654272,0.802000,0.087000,-0.569000
1437769244.672827,0.806000,0.084000,-0.573000
1437769244.693334,0.806000,0.085000,-0.572000
1437769244.712866,0.804000,0.083000,-0.573000
1437769244.732397,0.805000,0.086000,-0.575000
1437769244.751928,0.806000,0.088000,-0.570000
1437769244.772436,0.808000,0.083000,-0.573000
1437769244.790991,0.806000,0.089000,-0.569000
1437769244.812475,0.805000,0.084000,-0.571000
1437769244.831030,0.806000,0.086000,-0.573000
1437769244.851537,0.805000,0.085000,-0.570000
1437769244.871069,0.807000,0.089000,-0.576000
1437769244.890600,0.806000,0.088000,-0.572000
1437769244.912084,0.806000,0.085000,-0.573000
1437769244.930639,0.805000,0.085000,-0.572000
1437769244.949194,0.808000,0.087000,-0.573000
1437769244.970678,0.802000,0.084000,-0.574000
1437769244.990209,0.806000,0.087000,-0.569000
1437769245.009741,0.805000,0.085000,-0.571000
1437769245.030248,0.804000,0.085000,-0.572000
1437769245.048803,0.804000,0.087000,-0.576000
1437769245.070287,0.804000,0.086000,-0.574000
1437769245.088842,0.807000,0.085000,-0.570000
1437769245.109350,0.803000,0.083000,-0.573000
1437769245.129858,0.805000,0.088000,-0.573000
1437769245.148412,0.805000,0.085000,-0.573000
1437769245.167944,0.805000,0.083000,-0.575000
1437769245.188452,0.805000,0.089000,-0.571000
1437769245.207006,0.805000,0.083000,-0.573000
1437769245.228491,0.803000,0.085000,-0.576000
1437769245.247045,0.804000,0.087000,-0.571000
1437769245.267553,0.804000,0.083000,-0.569000
1437769245.287084,0.805000,0.089000,-0.572000
1437769245.306616,0.806000,0.083000,-0.571000
1437769245.328100,0.805000,0.084000,-0.574000
1437769245.346655,0.805000,0.089000,-0.578000
1437769245.367162,0.805000,0.086000,-0.574000
1437769245.386694,0.804000,0.088000,-0.573000
1437769245.406225,0.806000,0.083000,-0.572000
1437769245.425756,0.805000,0.088000,-0.573000
1437769245.446264,0.806000,0.083000,-0.576000
1437769245.464819,0.806000,0.085000,-0.572000
1437769245.486303,0.806000,0.085000,-0.572000
1437769245.504858,0.803000,0.083000,-0.574000
1437769245.525366,0.808000,0.085000,-0.571000
1437769245.544897,0.806000,0.085000,-0.572000
1437769245.564428,0.804000,0.086000,-0.574000
1437769245.583959,0.806000,0.084000,-0.573000
1437769245.604467,0.807000,0.084000,-0.574000
1437769245.624975,0.809000,0.086000,-0.574000
1437769245.644506,0.803000,0.087000,-0.570000
1437769245.664037,0.805000,0.086000,-0.575000
1437769245.683569,0.805000,0.086000,-0.572000
1437769245.704077,0.806000,0.086000,-0.571000
1437769245.722631,0.809000,0.084000,-0.575000
1437769245.744116,0.804000,0.087000,-0.574000
1437769245.762670,0.805000,0.083000,-0.575000
1437769245.783178,0.805000,0.084000,-0.573000
1437769245.802709,0.804000,0.086000,-0.573000
1437769245.822241,0.806000,0.083000,-0.572000
1437769245.841772,0.806000,0.086000,-0.576000
1437769245.862280,0.807000,0.083000,-0.573000
1437769245.880834,0.804000,0.087000,-0.576000
1437769245.902319,0.805000,0.085000,-0.572000
1437769245.920873,0.807000,0.087000,-0.569000
1437769245.941381,0.805000,0.085000,-0.572000
1437769245.961889,0.805000,0.084000,-0.571000
1437769245.980444,0.804000,0.087000,-0.570000
1437769245.999975,0.806000,0.084000,-0.575000
1437769246.020483,0.807000,0.084000,-0.573000
1437769246.040991,0.806000,0.087000,-0.573000
1437769246.060522,0.805000,0.082000,-0.572000
1437769246.080053,0.805000,0.088000,-0.573000
1437769246.099584,0.805000,0.086000,-0.572000
1437769246.120092,0.806000,0.083000,-0.572000
1437769246.138647,0.802000,0.083000,-0.571000
1437769246.160131,0.808000,0.088000,-0.576000
1437769246.178686,0.806000,0.086000,-0.572000
1437769246.199194,0.805000,0.085000,-0.572000
1437769246.218725,0.809000,0.083000,-0.571000
1437769246.238256,0.809000,0.089000,-0.570000
1437769246.257787,0.805000,0.083000,-0.574000
1437769246.278295,0.804000,0.089000,-0.572000
1437769246.296850,0.805000,0.084000,-0.572000
1437769246.318334,0.808000,0.084000,-0.573000
1437769246.336889,0.803000,0.088000,-0.570000
1437769246.357397,0.806000,0.086000,-0.570000
1437769246.377905,0.807000,0.084000,-0.574000
1437769246.396459,0.804000,0.086000,-0.571000
1437769246.417944,0.806000,0.086000,-0.574000
1437769246.436498,0.805000,0.083000,-0.575000
1437769246.457006,0.805000,0.083000,-0.567000
1437769246.476537,0.805000,0.084000,-0.573000
1437769246.496069,0.806000,0.084000,-0.574000
1437769246.515600,0.804000,0.084000,-0.573000
1437769246.536108,0.808000,0.084000,-0.575000
1437769246.554662,0.807000,0.084000,-0.574000
1437769246.576147,0.807000,0.084000,-0.573000
1437769246.594702,0.806000,0.085000,-0.573000
1437769246.615209,0.806000,0.084000,-0.572000
1437769246.634741,0.805000,0.086000,-0.572000
1437769246.654272,0.808000,0.084000,-0.572000
1437769246.673803,0.805000,0.084000,-0.574000
1437769246.694311,0.806000,0.083000,-0.574000
1437769246.714819,0.805000,0.086000,-0.576000
1437769246.734350,0.805000,0.087000,-0.571000
1437769246.753881,0.804000,0.083000,-0.566000
1437769246.773412,0.805000,0.084000,-0.571000
1437769246.793920,0.801000,0.085000,-0.573000
1437769246.812475,0.807000,0.084000,-0.569000
1437769246.833959,0.804000,0.088000,-0.570000
1437769246.852514,0.807000,0.086000,-0.577000
1437769246.873022,0.806000,0.087000,-0.568000
1437769246.892553,0.805000,0.085000,-0.574000
1437769246.912084,0.806000,0.086000,-0.568000
1437769246.931616,0.808000,0.084000,-0.574000
1437769246.952123,0.807000,0.084000,-0.570000
1437769246.970678,0.804000,0.089000,-0.568000
1437769246.992162,0.805000,0.084000,-0.573000
1437769247.011694,0.807000,0.086000,-0.570000
1437769247.031225,0.808000,0.087000,-0.572000
1437769247.051733,0.806000,0.085000,-0.571000
1437769247.070287,0.804000,0.085000,-0.573000
1437769247.091772,0.805000,0.085000,-0.570000
1437769247.110327,0.808000,0.088000,-0.569000
1437769247.130834,0.807000,0.083000,-0.570000
1437769247.150366,0.807000,0.086000,-0.570000
1437769247.169897,0.806000,0.082000,-0.571000
1437769247.189428,0.807000,0.083000,-0.574000
1437769247.209936,0.806000,0.085000,-0.572000
1437769247.228491,0.805000,0.086000,-0.568000
1437769247.249975,0.803000,0.086000,-0.574000
1437769247.268530,0.806000,0.084000,-0.576000
1437769247.289037,0.805000,0.084000,-0.575000
1437769247.308569,0.805000,0.088000,-0.574000
1437769247.328100,0.806000,0.083000,-0.575000
1437769247.347631,0.806000,0.088000,-0.570000
1437769247.368139,0.804000,0.085000,-0.575000
1437769247.386694,0.805000,0.083000,-0.572000
1437769247.408178,0.807000,0.085000,-0.570000
1437769247.427709,0.808000,0.086000,-0.574000
1437769247.447241,0.801000,0.084000,-0.574000
1437769247.467748,0.807000,0.087000,-0.573000
1437769247.486303,0.808000,0.083000,-0.574000
1437769247.507787,0.805000,0.083000,-0.575000
1437769247.526342,0.804000,0.081000,-0.572000
1437769247.546850,0.805000,0.086000,-0.570000
1437769247.566381,0.805000,0.086000,-0.569000
1437769247.585912,0.807000,0.087000,-0.571000
1437769247.605444,0.806000,0.086000,-0.571000
1437769247.625952,0.807000,0.085000,-0.576000
1437769247.644506,0.806000,0.084000,-0.573000
1437769247.665991,0.806000,0.087000,-0.573000
1437769247.684545,0.805000,0.086000,-0.573000
1437769247.705053,0.805000,0.084000,-0.570000
1437769247.724584,0.803000,0.088000,-0.572000
1437769247.744116,0.804000,0.084000,-0.573000
1437769247.765600,0.805000,0.088000,-0.572000
1437769247.784155,0.804000,0.083000,-0.570000
1437769247.804662,0.805000,0.084000,-0.573000
1437769247.824194,0.806000,0.087000,-0.574000
1437769247.843725,0.804000,0.082000,-0.570000
1437769247.863256,0.805000,0.086000,-0.574000
1437769247.883764,0.805000,0.086000,-0.570000
1437769247.902319,0.805000,0.084000,-0.572000
1437769247.923803,0.805000,0.085000,-0.574000
1437769247.942358,0.804000,0.083000,-0.571000
1437769247.962866,0.803000,0.083000,-0.572000
1437769247.982397,0.805000,0.087000,-0.572000
1437769248.001928,0.806000,0.083000,-0.574000
1437769248.021459,0.802000,0.086000,-0.571000
1437769248.041967,0.806000,0.084000,-0.572000
1437769248.062475,0.809000,0.086000,-0.573000
1437769248.082006,0.805000,0.086000,-0.575000
1437769248.101537,0.806000,0.084000,-0.569000
1437769248.121069,0.805000,0.088000,-0.572000
1437769248.141577,0.808000,0.083000,-0.574000
1437769248.160131,0.806000,0.086000,-0.573000
1437769248.181616,0.805000,0.086000,-0.571000
1437769248.200170,0.806000,0.088000,-0.571000
1437769248.220678,0.803000,0.084000,-0.575000
1437769248.240209,0.805000,0.084000,-0.572000
1437769248.259741,0.807000,0.084000,-0.572000
1437769248.279272,0.807000,0.083000,-0.572000
1437769248.299780,0.804000,0.085000,-0.575000
1437769248.318334,0.804000,0.084000,-0.570000
1437769248.339819,0.805000,0.083000,-0.576000
1437769248.358373,0.802000,0.088000,-0.574000
1437769248.378881,0.807000,0.086000,-0.571000
1437769248.398412,0.807000,0.084000,-0.570000
1437769248.417944,0.802000,0.084000,-0.574000
1437769248.437475,0.806000,0.084000,-0.575000
1437769248.457983,0.805000,0.083000,-0.572000
1437769248.478491,0.803000,0.083000,-0.571000
1437769248.498022,0.804000,0.083000,-0.570000
1437769248.517553,0.803000,0.084000,-0.570000
1437769248.537084,0.805000,0.086000,-0.576000
1437769248.557592,0.805000,0.082000,-0.573000
1437769248.576147,0.805000,0.083000,-0.574000
1437769248.597631,0.807000,0.086000,-0.574000
1437769248.616186,0.805000,0.086000,-0.576000
1437769248.636694,0.802000,0.083000,-0.568000
1437769248.656225,0.803000,0.084000,-0.574000
1437769248.675756,0.806000,0.086000,-0.572000
1437769248.695287,0.807000,0.085000,-0.574000
1437769248.715795,0.805000,0.083000,-0.574000
1437769248.734350,0.805000,0.087000,-0.571000
1437769248.755834,0.806000,0.085000,-0.571000
1437769248.774389,0.807000,0.087000,-0.568000
1437769248.794897,0.805000,0.083000,-0.574000
1437769248.815405,0.804000,0.083000,-0.571000
1437769248.833959,0.805000,0.086000,-0.572000
1437769248.855444,0.804000,0.085000,-0.575000
1437769248.873998,0.806000,0.088000,-0.569000
1437769248.894506,0.804000,0.086000,-0.572000
1437769248.914037,0.805000,0.087000,-0.571000
1437769248.933569,0.806000,0.086000,-0.575000
1437769248.953100,0.806000,0.082000,-0.571000
1437769248.973608,0.808000,0.084000,-0.574000
1437769248.992162,0.806000,0.084000,-0.573000
1437769249.013647,0.807000,0.087000,-0.568000
1437769249.032202,0.807000,0.086000,-0.568000
1437769249.052709,0.807000,0.086000,-0.573000
1437769249.072241,0.804000,0.088000,-0.575000
1437769249.091772,0.803000,0.084000,-0.572000
1437769249.113256,0.807000,0.086000,-0.569000
1437769249.131811,0.807000,0.085000,-0.575000
1437769249.152319,0.805000,0.083000,-0.569000
1437769249.171850,0.805000,0.084000,-0.573000
1437769249.191381,0.806000,0.086000,-0.574000
1437769249.210912,0.809000,0.083000,-0.569000
1437769249.231420,0.805000,0.086000,-0.572000
1437769249.249975,0.805000,0.086000,-0.575000
1437769249.271459,0.806000,0.086000,-0.572000
1437769249.290014,0.806000,0.083000,-0.568000
1437769249.310522,0.808000,0.086000,-0.572000
1437769249.330053,0.803000,0.083000,-0.574000
1437769249.349584,0.806000,0.085000,-0.573000
1437769249.369116,0.804000,0.089000,-0.574000
1437769249.389623,0.807000,0.088000,-0.573000
1437769249.408178,0.806000,0.085000,-0.571000
1437769249.429662,0.803000,0.086000,-0.574000
1437769249.448217,0.805000,0.085000,-0.570000
1437769249.468725,0.806000,0.084000,-0.573000
1437769249.489233,0.804000,0.086000,-0.573000
1437769249.507787,0.807000,0.087000,-0.571000
1437769249.529272,0.802000,0.085000,-0.576000
1437769249.547827,0.808000,0.083000,-0.572000
1437769249.568334,0.808000,0.085000,-0.571000
1437769249.587866,0.806000,0.085000,-0.572000
1437769249.607397,0.806000,0.083000,-0.576000
1437769249.626928,0.807000,0.085000,-0.574000
1437769249.647436,0.807000,0.083000,-0.569000
1437769249.665991,0.805000,0.087000,-0.569000
1437769249.687475,0.805000,0.084000,-0.574000
1437769249.706030,0.804000,0.085000,-0.574000
1437769249.726537,0.805000,0.084000,-0.575000
1437769249.746069,0.806000,0.087000,-0.573000
1437769249.765600,0.804000,0.086000,-0.573000
1437769249.785131,0.808000,0.083000,-0.574000
1437769249.805639,0.806000,0.088000,-0.571000
1437769249.824194,0.806000,0.085000,-0.572000
1437769249.845678,0.809000,0.086000,-0.573000
1437769249.865209,0.809000,0.085000,-0.571000
1437769249.884741,0.807000,0.084000,-0.574000
1437769249.905248,0.807000,0.083000,-0.571000
1437769249.923803,0.806000,0.085000,-0.569000
1437769249.945287,0.808000,0.085000,-0.572000
1437769249.963842,0.803000,0.084000,-0.576000
1437769249.984350,0.806000,0.085000,-0.572000
1437769250.003881,0.806000,0.088000,-0.572000
1437769250.023412,0.805000,0.084000,-0.575000
1437769250.042944,0.808000,0.086000,-0.569000
1437769250.063452,0.805000,0.086000,-0.571000
1437769250.082006,0.805000,0.084000,-0.571000
1437769250.103491,0.807000,0.086000,-0.574000
1437769250.122045,0.806000,0.084000,-0.572000
1437769250.142553,0.804000,0.088000,-0.573000
1437769250.163061,0.804000,0.084000,-0.576000
1437769250.181616,0.804000,0.085000,-0.575000
1437769250.203100,0.801000,0.084000,-0.567000
1437769250.221655,0.806000,0.083000,-0.571000
1437769250.242162,0.809000,0.088000,-0.571000
1437769250.261694,0.806000,0.085000,-0.577000
1437769250.281225,0.807000,0.086000,-0.572000
1437769250.300756,0.805000,0.084000,-0.571000
1437769250.321264,0.807000,0.083000,-0.574000
1437769250.339819,0.805000,0.085000,-0.573000
1437769250.361303,0.804000,0.083000,-0.575000
1437769250.379858,0.805000,0.084000,-0.574000
1437769250.400366,0.802000,0.083000,-0.573000
1437769250.419897,0.805000,0.084000,-0.573000
1437769250.439428,0.803000,0.088000,-0.571000
1437769250.458959,0.807000,0.084000,-0.574000
1437769250.479467,0.808000,0.086000,-0.574000
1437769250.498022,0.805000,0.085000,-0.572000
1437769250.519506,0.807000,0.083000,-0.572000
1437769250.538061,0.802000,0.086000,-0.572000
1437769250.558569,0.805000,0.084000,-0.571000
1437769250.579077,0.807000,0.086000,-0.575000
1437769250.597631,0.804000,0.085000,-0.575000
1437769250.619116,0.809000,0.085000,-0.571000
1437769250.637670,0.809000,0.084000,-0.576000
1437769250.658178,0.805000,0.085000,-0.572000
1437769250.677709,0.806000,0.085000,-0.572000
1437769250.697241,0.806000,0.083000,-0.575000
1437769250.716772,0.805000,0.085000,-0.573000
1437769250.737280,0.805000,0.088000,-0.576000
1437769250.755834,0.804000,0.084000,-0.576000
1437769250.777319,0.807000,0.088000,-0.572000
1437769250.795873,0.805000,0.083000,-0.576000
1437769250.816381,0.807000,0.086000,-0.569000
1437769250.835912,0.807000,0.086000,-0.574000
1437769250.855444,0.806000,0.086000,-0.573000
1437769250.874975,0.802000,0.086000,-0.569000
1437769250.895483,0.809000,0.083000,-0.575000
1437769250.915991,0.808000,0.088000,-0.572000
1437769250.935522,0.806000,0.083000,-0.571000
1437769250.955053,0.808000,0.084000,-0.575000
1437769250.974584,0.802000,0.086000,-0.574000
1437769250.995092,0.805000,0.081000,-0.572000
1437769251.013647,0.805000,0.087000,-0.573000
1437769251.035131,0.806000,0.085000,-0.572000
1437769251.053686,0.807000,0.088000,-0.572000
1437769251.074194,0.808000,0.087000,-0.571000
1437769251.093725,0.807000,0.086000,-0.572000
1437769251.113256,0.805000,0.084000,-0.572000
1437769251.132787,0.807000,0.084000,-0.571000
1437769251.153295,0.805000,0.084000,-0.571000
1437769251.171850,0.802000,0.085000,-0.567000
1437769251.193334,0.803000,0.085000,-0.572000
1437769251.212866,0.805000,0.084000,-0.572000
1437769251.232397,0.807000,0.082000,-0.572000
1437769251.252905,0.808000,0.084000,-0.568000
1437769251.271459,0.806000,0.086000,-0.574000
1437769251.292944,0.803000,0.089000,-0.571000
1437769251.311498,0.806000,0.087000,-0.574000
1437769251.332006,0.806000,0.084000,-0.573000
1437769251.351537,0.805000,0.086000,-0.576000
1437769251.371069,0.805000,0.084000,-0.571000
1437769251.390600,0.806000,0.085000,-0.571000
1437769251.411108,0.804000,0.083000,-0.570000
1437769251.429662,0.806000,0.083000,-0.573000
1437769251.451147,0.807000,0.086000,-0.573000
1437769251.469702,0.803000,0.087000,-0.570000
1437769251.490209,0.806000,0.085000,-0.574000
1437769251.509741,0.809000,0.088000,-0.571000
1437769251.529272,0.803000,0.083000,-0.573000
1437769251.548803,0.808000,0.085000,-0.569000
1437769251.569311,0.805000,0.083000,-0.574000
1437769251.587866,0.809000,0.085000,-0.576000
1437769251.609350,0.804000,0.088000,-0.571000
1437769251.628881,0.805000,0.082000,-0.575000
1437769251.648412,0.805000,0.084000,-0.572000
1437769251.668920,0.803000,0.083000,-0.572000
1437769251.687475,0.807000,0.085000,-0.571000
1437769251.708959,0.806000,0.087000,-0.572000
1437769251.727514,0.807000,0.085000,-0.576000
1437769251.748022,0.806000,0.087000,-0.576000
1437769251.767553,0.807000,0.084000,-0.574000
1437769251.787084,0.806000,0.086000,-0.573000
1437769251.806616,0.804000,0.084000,-0.570000
1437769251.827123,0.807000,0.084000,-0.572000
1437769251.845678,0.809000,0.084000,-0.572000
1437769251.867162,0.805000,0.083000,-0.572000
1437769251.885717,0.810000,0.087000,-0.576000
1437769251.906225,0.806000,0.087000,-0.571000
1437769251.925756,0.806000,0.085000,-0.573000
1437769251.945287,0.807000,0.084000,-0.572000
1437769251.966772,0.805000,0.086000,-0.574000
1437769251.985327,0.806000,0.085000,-0.571000
1437769252.005834,0.805000,0.084000,-0.574000
1437769252.025366,0.806000,0.086000,-0.574000
1437769252.044897,0.806000,0.084000,-0.575000
1437769252.064428,0.806000,0.082000,-0.575000
1437769252.084936,0.809000,0.084000,-0.574000
1437769252.103491,0.806000,0.083000,-0.571000
1437769252.124975,0.807000,0.083000,-0.569000
1437769252.143530,0.804000,0.085000,-0.572000
1437769252.164037,0.807000,0.084000,-0.570000
1437769252.183569,0.805000,0.086000,-0.572000
1437769252.203100,0.806000,0.085000,-0.571000
1437769252.222631,0.805000,0.085000,-0.574000
1437769252.243139,0.803000,0.086000,-0.573000
1437769252.261694,0.805000,0.083000,-0.572000
1437769252.283178,0.805000,0.084000,-0.574000
1437769252.302709,0.805000,0.086000,-0.571000
1437769252.322241,0.806000,0.083000,-0.570000
1437769252.342748,0.807000,0.084000,-0.574000
1437769252.361303,0.804000,0.085000,-0.569000
1437769252.382787,0.806000,0.086000,-0.568000
1437769252.401342,0.803000,0.086000,-0.573000
1437769252.421850,0.809000,0.085000,-0.575000
1437769252.441381,0.804000,0.084000,-0.575000
1437769252.460912,0.805000,0.083000,-0.569000
1437769252.480444,0.805000,0.088000,-0.572000
1437769252.500952,0.806000,0.083000,-0.572000
1437769252.519506,0.806000,0.086000,-0.572000
1437769252.540991,0.805000,0.085000,-0.577000
1437769252.559545,0.807000,0.084000,-0.575000
1437769252.580053,0.807000,0.088000,-0.573000
1437769252.599584,0.807000,0.086000,-0.572000
1437769252.619116,0.804000,0.083000,-0.572000
1437769252.638647,0.806000,0.085000,-0.571000
1437769252.659155,0.808000,0.086000,-0.574000
1437769252.679662,0.804000,0.087000,-0.574000
1437769252.699194,0.804000,0.083000,-0.570000
1437769252.718725,0.802000,0.087000,-0.571000
1437769252.738256,0.804000,0.089000,-0.577000
1437769252.758764,0.805000,0.085000,-0.572000
1437769252.777319,0.806000,0.088000,-0.577000
1437769252.798803,0.807000,0.083000,-0.573000
1437769252.817358,0.803000,0.086000,-0.574000
1437769252.837866,0.804000,0.084000,-0.573000
1437769252.857397,0.806000,0.086000,-0.575000
1437769252.876928,0.807000,0.086000,-0.577000
1437769252.896459,0.806000,0.088000,-0.571000
1437769252.916967,0.806000,0.088000,-0.573000
1437769252.935522,0.806000,0.081000,-0.570000
1437769252.957006,0.806000,0.085000,-0.571000
1437769252.975561,0.808000,0.085000,-0.572000
1437769252.996069,0.806000,0.081000,-0.573000
1437769253.016577,0.805000,0.088000,-0.577000
1437769253.035131,0.805000,0.084000,-0.571000
1437769253.056616,0.809000,0.085000,-0.572000
1437769253.075170,0.803000,0.083000,-0.575000
1437769253.095678,0.806000,0.084000,-0.573000
1437769253.115209,0.805000,0.084000,-0.572000
1437769253.134741,0.806000,0.087000,-0.573000
1437769253.154272,0.806000,0.087000,-0.575000
1437769253.174780,0.804000,0.082000,-0.574000
1437769253.193334,0.804000,0.083000,-0.574000
1437769253.214819,0.806000,0.087000,-0.569000
1437769253.233373,0.806000,0.086000,-0.574000
1437769253.253881,0.805000,0.085000,-0.571000
1437769253.273412,0.805000,0.086000,-0.573000
1437769253.292944,0.805000,0.084000,-0.572000
1437769253.312475,0.807000,0.087000,-0.573000
1437769253.332983,0.807000,0.085000,-0.573000
1437769253.353491,0.805000,0.085000,-0.569000
1437769253.373022,0.806000,0.085000,-0.573000
1437769253.392553,0.692000,-0.035000,-0.567000
1437769253.412084,0.777000,-0.135000,-0.781000
1437769253.432592,0.813000,0.188000,-0.746000
1437769253.451147,0.799000,0.444000,-0.470000
1437769253.472631,1.013000,0.523000,-0.378000
1437769253.491186,0.893000,0.277000,-0.405000
1437769253.511694,0.870000,-0.211000,-0.756000
1437769253.531225,0.784000,-0.587000,-0.750000
1437769253.550756,0.851000,-0.204000,-0.553000
1437769253.570287,0.971000,0.104000,-0.485000
1437769253.590795,0.973000,0.266000,-0.494000
1437769253.609350,0.975000,0.093000,-0.476000
1437769253.630834,1.033000,-0.098000,-0.411000
1437769253.649389,1.127000,-0.204000,-0.414000
1437769253.669897,1.118000,-0.116000,-0.435000
1437769253.689428,1.023000,-0.007000,-0.486000
